region_name,region_code,reporting_year,poverty_line,headcount,poverty_gap,poverty_severity,watts,mean,spr,reporting_pop,pop_in_poverty
East Asia & Pacific,EAP,2004,1.9,0.21379677274313572,0.05778010391961176,0.021871494040987028,0.07544176248884185,4.7355159800571585,0.3778856109616458,1881701418,402301690
East Asia & Pacific,EAP,2005,1.9,0.17877966685357802,0.045133640746423634,0.016577424592344566,0.057064231468258265,5.113665291957778,0.3593791058318874,1896924858,339131594
East Asia & Pacific,EAP,2006,1.9,0.17353148209703548,0.04425660344281913,0.01643920574382075,0.05608452184914871,5.390067453148687,0.3573423503141926,1911854867,331767009
East Asia & Pacific,EAP,2007,1.9,0.15384817233808773,0.038687986649177844,0.014193088812792805,0.04877719845923679,5.784083024507832,0.347953429826219,1926436167,296378683
East Asia & Pacific,EAP,2008,1.9,0.14534525154087957,0.03641238911745999,0.01337042070564872,0.045863082827573766,6.079820150931701,0.3441326574574964,1940894307,282099771
East Asia & Pacific,EAP,2009,1.9,0.12515597455688268,0.030157156171217937,0.010699580767715934,0.03753241390284977,6.5153510200660145,0.33362878459957307,1955164760,244700551
East Asia & Pacific,EAP,2010,1.9,0.106589782947802,0.024151751023696107,0.008181528623172106,0.029665344565144414,7.121748560847165,0.32478979711812384,1969306090,209907909
East Asia & Pacific,EAP,2011,1.9,0.08080214946425897,0.017353934809224505,0.005845281309206734,0.021388807656994364,7.598470489467315,0.3070041492704255,1984384894,160342565
East Asia & Pacific,EAP,2012,1.9,0.06842515630110442,0.014003128847016993,0.004567068575240625,0.017019300400673967,8.18151849022944,0.2997521081729199,2001380649,136944784
East Asia & Pacific,EAP,2013,1.9,0.03253588968225475,0.006182085157039221,0.0021142004534693325,0.007577645228831577,8.996731096240127,0.26941892181258004,2018184291,65663421
East Asia & Pacific,EAP,2014,1.9,0.02662726647266342,0.005273599884452602,0.0019120593070065662,0.006294814009329012,9.560255577733992,0.261016873462641,2034379893,54169976
East Asia & Pacific,EAP,2015,1.9,0.02080097067305334,0.004127521320075375,0.0014658873131674687,0.004966385615142019,10.170126489668,0.2492602001253648,2049871913,42639326
East Asia & Pacific,EAP,2016,1.9,0.017468453910218954,0.0033612493930758815,0.001160436283864998,0.0040524202714063585,10.74044723553475,0.24457549172733978,2065286020,36077354
East Asia & Pacific,EAP,2017,1.9,0.014847921684396014,0.0028558708039393525,9.983003826541084e-4,0.0034284867468196032,11.279633613201172,0.24222187638932696,2081031193,30898988
East Asia & Pacific,EAP,2018,1.9,0.01231848931443162,0.0023644073073200893,8.456812612247011e-4,0.002884390045833056,11.898230831193688,0.23359736431108982,2094635506,25802745
East Asia & Pacific,EAP,2019,1.9,0.009327406605740688,0.0017593469134779157,6.088052107335554e-4,0.002203021117697187,12.49847853880437,0.2235793588579202,2106501236,19648194
East Asia & Pacific,EAP,2020,1.9,0.010071228520646265,0.0020189167510789047,7.639513123510951e-4,0.002478243813735498,12.103031186457935,0.21327356750544665,2116486778,21315622
East Asia & Pacific,EAP,2021,1.9,0.010033102902996716,0.002108264078374453,8.141104089391196e-4,0.007776934092386302,12.906232388585282,0.2081269930292618,2123735448,21307656
East Asia & Pacific,EAP,2022,1.9,0.008778602725261743,0.0019108978729205886,7.614616015401318e-4,0.006995376785984066,13.069213080892247,0.20527243750737564,2129218618,18691564
Europe & Central Asia,ECA,1990,1.9,0.027982776902296367,0.009085497335665502,0.0051478627889604165,0.012684097048168787,12.711740013968228,0.22289561835463334,464024479,12984693
Europe & Central Asia,ECA,1991,1.9,0.03277156741494578,0.010174354320066073,0.0056197297520254015,0.014159346273785262,11.858941364452733,0.22807895568287825,466371005,15283709
Europe & Central Asia,ECA,1992,1.9,0.04445155514023652,0.0132265115550785,0.006837026000699273,0.018685644547709865,10.923670232787384,0.2391289883113416,467980099,20802443
Europe & Central Asia,ECA,1993,1.9,0.051290361622008014,0.01508556847444895,0.007569664432548484,0.021364034644359153,9.777531080023929,0.251062647857119,469225830,24066763
Europe & Central Asia,ECA,1994,1.9,0.06477787722608835,0.01929126091872678,0.009506414973460034,0.027250355146344437,9.36985238022268,0.26745679484677354,470074744,30450444
Europe & Central Asia,ECA,1995,1.9,0.06589789089804862,0.02089589693596903,0.010569277697618172,0.03008132193449809,10.035330117360953,0.2661884588075409,470506050,31005356
Europe & Central Asia,ECA,1996,1.9,0.06760103199744726,0.02139471606684236,0.010606016247441365,0.030702255086861682,9.46627939535174,0.26711914239095524,471067393,31844642
Europe & Central Asia,ECA,1997,1.9,0.05932958754697269,0.020171890443475476,0.01050360286787696,0.02935064844620008,9.352262757105983,0.25112618099309175,471529841,27975671
Europe & Central Asia,ECA,1998,1.9,0.06077646029693485,0.02026969872704309,0.010429237374965622,0.029309540271187796,9.407585194381276,0.2527957563103525,471716867,28669281
Europe & Central Asia,ECA,1999,1.9,0.07951545929514126,0.02417507638083756,0.01126034935932484,0.033736672394852174,8.201307051321603,0.2705143777152591,471541889,37494870
Europe & Central Asia,ECA,2000,1.9,0.07478801812173792,0.022793416590083274,0.010228981956145364,0.03183143161080389,8.6761946057179955,0.26532414764393597,471069157,35230329
Europe & Central Asia,ECA,2001,1.9,0.06621385226677132,0.01930139033752584,0.008359503310157907,0.026516784386002645,9.131041622812564,0.2544932968343608,470536127,31156010
Europe & Central Asia,ECA,2002,1.9,0.05733555834906249,0.015791633904006445,0.0064457147324772646,0.021059494877109907,9.718461722853483,0.2437056630034492,470077441,26952153
Europe & Central Asia,ECA,2003,1.9,0.05809506822006242,0.017601789841368915,0.007712789094816925,0.024180504911985486,10.325485056478069,0.2447584719868403,470069206,27308703
Europe & Central Asia,ECA,2004,1.9,0.03803099278344798,0.009962828091278153,0.004093117343451314,0.013370922336695292,11.272722523054291,0.23091953149715325,470297530,17885882
Europe & Central Asia,ECA,2005,1.9,0.030384154255058263,0.0077490453841857765,0.0031540058928758072,0.010303470835371663,12.017994905186924,0.22142150412123832,470610837,14299112
Europe & Central Asia,ECA,2006,1.9,0.02069372906955235,0.00543224323208601,0.002325108644226641,0.007608883367889976,12.827283609498226,0.2074312038988367,471103668,9748892
Europe & Central Asia,ECA,2007,1.9,0.014039953666157028,0.0035644163058392835,0.001507903827824959,0.004830250442718181,14.050076483754173,0.1943649487548161,471471844,6619443
Europe & Central Asia,ECA,2008,1.9,0.009114852947081723,0.002531366545956681,0.0010864273784487938,0.0034630860170000105,15.36009605296991,0.1818915220067469,472676005,4308372
Europe & Central Asia,ECA,2009,1.9,0.00860156746184831,0.0021228784107681408,8.882707491691726e-4,0.0028270388019954865,14.989410229143333,0.17883279909762578,474379426,4080407
Europe & Central Asia,ECA,2010,1.9,0.008614277563616431,0.002326538162129547,0.001073634151980877,0.0029672042725257326,15.629419998467492,0.1742472989505903,476261827,4102652
Europe & Central Asia,ECA,2011,1.9,0.006512130817326654,0.001842101038373367,8.507281896287202e-4,0.002411388256503036,16.17579336342204,0.171103440572412,478312207,3114832
Europe & Central Asia,ECA,2012,1.9,0.006622003590208245,0.002069561901150244,0.0010904447270877913,0.0024939771634075445,16.716140503757636,0.17025397420638708,480162525,3179638
Europe & Central Asia,ECA,2013,1.9,0.005389909257193159,0.001414198599959606,6.209592457366948e-4,0.0018461123819314518,17.24551507109829,0.16698454031314902,482231605,2599185
Europe & Central Asia,ECA,2014,1.9,0.00853364617178001,0.00293483345823809,0.0016846579847120862,0.0038948178491623785,17.4118673189377,0.1694552617960456,484345335,4133232
